exercise_id,name,spanish_name,coloquial_name,Músculo Principal,pattern,role,main_muscle,link,equipment,unilateral,level
ex_180,Cardio Band Press Jacks,Saltos de Prensa con Banda de Cardio,,Glúteo medio,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cardio-band-press-jacks,machine,No,Principiante
ex_181,Core Stability 2 Opposite Shoulder Tap 4pt Position,Texto: Estabilidad del Núcleo 2 - Toque en el Hombro Opuesto en Posición de 4 Puntos,,Bíceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/core-stability-2-opposite-shoulder-tap-4pt-position,machine,No,Principiante
ex_182,Elbow Extensor Isometric Seated Overhead Dumbbell,Isométrico de tríceps sentado con mancuerna por encima de la cabeza,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/elbow-extensor-isometric-seated-overhead-dumbbell,machine,No,Principiante
ex_183,Elbow Extensor Mobilisation Kneeling Lacrosse Ball,Movilización de los extensores del codo de rodillas con pelota de lacrosse,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/elbow-extensor-mobilisation-kneeling-lacrosse-ball,machine,No,Principiante
ex_184,Cardio Ski Erg,Cardio Ergómetro de esquí,,Abdominales,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cardio-ski-erg,machine,No,Principiante
ex_185,Parralel Bar Dips,Fondos en Barras Paralelas,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/parralel-bar-dips,bodyweight,No,Intermedio
ex_186,Machine Assisted Parallel Bar Dips,Texto: Dips en Barras Paralelas Asistidas por Máquina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-assisted-parallel-bar-dips,machine,No,Principiante
ex_187,Machine Chest Press,Prensa de Pecho en Máquina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-chest-press,machine,No,Principiante
ex_188,Ring Standing Pushup,Flexión de pie con anillo,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/ring-standing-pushup,bodyweight,No,Principiante
ex_189,Ring Skullcrusher,Extensión de tríceps en anillas,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/ring-skullcrusher,bodyweight,No,Principiante
ex_190,Ring Standing Archer Pushup,Flexión de arquero en posición de anillo,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/ring-standing-archer-pushup,bodyweight,No,Intermedio
ex_191,Kettlebell Incline Guillotine Bench Press,Press de banca inclinada con kettlebell en guillotina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-incline-guillotine-bench-press,machine,No,Intermedio
ex_192,Weighted Diamond Push Ups,Flexiones diamante con peso,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/weighted-diamond-push-ups,machine,No,Intermedio
ex_193,Weighted Knee Push Ups,Flexiones de rodilla con peso,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/weighted-knee-push-ups,machine,No,Principiante
ex_194,Dumbbell Seated Single Arm Arnold Press,Press Arnold con mancuerna sentado con un solo brazo,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-seated-single-arm-arnold-press,dumbbell,Yes,Intermedio
ex_195,Dumbbell Seated Y Press,Press de hombros sentado en Y con mancuernas,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-seated-y-press,dumbbell,No,Principiante
ex_196,Dumbbell Weighted Dip,Fondos con pesas,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-weighted-dip,dumbbell,No,Intermedio
ex_197,Dumbbell Y Press,Press de Y con mancuernas,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-y-press,dumbbell,No,Principiante
ex_198,Kettlebell Kneeling Bottoms Up Overhead Press,"Press de hombro con kettlebell en posición de rodillas, con el peso hacia arriba",,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-kneeling-bottoms-up-overhead-press,machine,No,Avanzado
ex_199,Plate Weighted Dip,Dip con peso en placa,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/plate-weighted-dip,machine,No,Intermedio
ex_200,Band Standing Chest Press,Prensa de pecho de pie con banda,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/band-standing-chest-press,machine,No,Principiante
ex_201,Band Tricep Kickback,Extensión de tríceps con banda,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/band-tricep-kickback,machine,No,Principiante
ex_202,Machine Dips,Dips en máquina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-dips,machine,No,Principiante
ex_203,Machine Overhead Tricep Extension,Extensión de tríceps en máquina por encima de la cabeza,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-overhead-tricep-extension,machine,No,Principiante
ex_204,Machine Plate Loaded Decline Chest Press,Prensa de pecho en declive con carga de placas,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-plate-loaded-decline-chest-press,machine,No,Principiante
ex_205,Machine Plate Loaded Incline Chest Press,Prensa inclinada para pecho con carga de discos,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-plate-loaded-incline-chest-press,machine,No,Principiante
ex_206,Machine Plate Loaded Low Incline Bench Press,Press de banca inclinada baja con carga de discos,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-plate-loaded-low-incline-bench-press,machine,No,Principiante
ex_207,Machine Tricep Pushdown,Empuje hacia abajo de tríceps en máquina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/machine-tricep-pushdown,machine,No,Principiante
ex_208,Cable Overhead Tricep Press,Press de tríceps en polea alta,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-overhead-tricep-press,cable,No,Intermedio
ex_209,Cable Single Arm Overhead Tricep Extension,Extensión de tríceps por encima de la cabeza con cable y un solo brazo,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-single-arm-overhead-tricep-extension,cable,Yes,Principiante
ex_210,Barbell Tricep Guillotine Press,Press de tríceps con barra estilo guillotina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/barbell-tricep-guillotine-press,barbell,No,Intermedio
ex_211,Dumbbell Bench Braced Single Arm Overhead Tricep Extension,"Extensión de tríceps por encima de la cabeza con un solo brazo, apoyado en banco con mancuerna",,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-bench-braced-single-arm-overhead-tricep-extension,dumbbell,Yes,Principiante
ex_212,Dumbbell Tricep Guillotine Press,Press de tríceps con mancuerna estilo guillotina,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-tricep-guillotine-press,dumbbell,No,Principiante
ex_213,Barbell Guillotine High Incline Bench Press,Barbell Guillotine High Incline Bench Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/barbell-guillotine-high-incline-bench-press,barbell,No,Avanzado
ex_214,Barbell Guillotine Incline Bench Press,Barbell Guillotine Incline Bench Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/barbell-guillotine-incline-bench-press,barbell,No,Avanzado
ex_215,Barbell J M Press,Barbell J M Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/barbell-j-m-press,barbell,No,Intermedio
ex_216,Dumbbell High Incline Skullover,Dumbbell High Incline Skullover,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-high-incline-skullover,dumbbell,No,Avanzado
ex_217,Dumbbell Incline Skullcrusher,Dumbbell Incline Skullcrusher,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-incline-skullcrusher,dumbbell,No,Intermedio
ex_218,Dumbbell Neutral High Incline Bench Press,Dumbbell Neutral High Incline Bench Press,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-neutral-high-incline-bench-press,dumbbell,No,Principiante
ex_219,Dumbbell Single Arm Incline Skullcrusher,Dumbbell Single Arm Incline Skullcrusher,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-incline-skullcrusher,dumbbell,Yes,Intermedio
ex_220,Dumbbell Single Arm Push Press,Dumbbell Single Arm Push Press,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-push-press,dumbbell,Yes,Intermedio
ex_221,Dumbbell Single Arm Seated Overhead Tricep Extension,Dumbbell Single Arm Seated Overhead Tricep Extension,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-seated-overhead-tricep-extension,dumbbell,Yes,Intermedio
ex_222,Dumbbell Single Arm Skullcrusher,Dumbbell Single Arm Skullcrusher,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-skullcrusher,dumbbell,Yes,Intermedio
ex_223,Kettlebell Single Arm Push Press,Kettlebell Single Arm Push Press,,Hombros,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-single-arm-push-press,machine,Yes,Intermedio
ex_224,Cable Bar Skullcrusher,Cable Bar Skullcrusher,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-bar-skullcrusher,cable,No,Principiante
ex_225,Cable Bent Over Single Arm Overhead Tricep Extension,Cable Bent Over Single Arm Overhead Tricep Extension,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-bent-over-single-arm-overhead-tricep-extension,cable,Yes,Principiante
ex_226,Cable Leaning Single Arm Skullover,Cable Leaning Single Arm Skullover,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-leaning-single-arm-skullover,cable,Yes,Intermedio
ex_227,Cable Single Arm Pushdown,Cable Single Arm Pushdown,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-single-arm-pushdown,cable,Yes,Principiante
ex_228,Band Floor Press,Band Floor Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/band-floor-press,machine,No,Principiante
ex_229,Dumbbell Larsen Press,Dumbbell Larsen Press,,Abdominales,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-larsen-press,dumbbell,No,Intermedio
ex_230,Dumbbell Single Arm Larsen Press,Dumbbell Single Arm Larsen Press,,Abdominales,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-larsen-press,dumbbell,Yes,Intermedio
ex_231,Dumbbell Single Arm Tricep Guilotine Press,Dumbbell Single Arm Tricep Guilotine Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/dumbbell-single-arm-tricep-guilotine-press,dumbbell,Yes,Intermedio
ex_232,Kettlebell Larsen Press,Kettlebell Larsen Press,,Abdominales,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-larsen-press,machine,No,Intermedio
ex_233,Kettlebell Single Arm Incline Chest Press,Kettlebell Single Arm Incline Chest Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-single-arm-incline-chest-press,machine,Yes,Intermedio
ex_234,Kettlebell Single Arm Larsen Press,Kettlebell Single Arm Larsen Press,,Abdominales,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-single-arm-larsen-press,machine,Yes,Intermedio
ex_235,Kettlebell Single Arm Tricep Guilotine Press,Kettlebell Single Arm Tricep Guilotine Press,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/kettlebell-single-arm-tricep-guilotine-press,machine,Yes,Principiante
ex_236,Cable Bar Rolling Pushdown,Cable Bar Rolling Pushdown,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-bar-rolling-pushdown,cable,No,Principiante
ex_237,Cable Rope Rolling Pushdown,Cable Rope Rolling Pushdown,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-rope-rolling-pushdown,cable,No,Principiante
ex_238,Cable Single Arm Rolling Pushdown,Cable Single Arm Rolling Pushdown,,Tríceps,arm,isolation,Triceps,https://musclewiki.com/es-es/exercise/cable-single-arm-rolling-pushdown,cable,Yes,Principiante
